event;venue;year;month;event_type;organizer;result;country;crew;boat_type;distance;age_category;gender;race_number;lane_number;stage;all comers;comment
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:49.781;Germany;National Team;20;200;senior B;open;72;4;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:49.864;Australia;National Team;20;200;senior B;open;89;5;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:49.870;United States;National Team;20;200;u23;open;115;5;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:49.887;Germany;National Team;20;200;junior A;mixed;68;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:49.894;Japan;National Team;20;200;premier;mixed;69;2;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:49.911;Czech Republic;National Team;20;200;senior B;mixed;48;5;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:49.977;Japan;National Team;20;200;premier;mixed;63;2;semi 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.009;Macau;National Team;20;200;premier;open;118;2;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.213;Australia;National Team;20;200;senior B;mixed;60;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.278;Trinidad and Tobago;National Team;20;200;junior A;mixed;52;5;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.316;Germany;National Team;20;200;senior B;mixed;60;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.348;Canada;National Team;20;200;senior A;women;82;3;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.370;United States;National Team;20;200;u23;mixed;57;1;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.394;Czech Republic;National Team;20;200;senior B;mixed;54;1;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.430;Japan;National Team;20;200;senior A;open;115;2;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.432;Canada;National Team;20;200;premier;women;86;3;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.442;Great Britain;National Team;20;200;senior A;mixed;49;2;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.452;United States;National Team;20;200;premier;women;99;2;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.456;China;National Team;20;200;premier;women;85;3;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.515;Germany;National Team;20;200;senior B;open;88;4;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.569;Great Britain;National Team;20;200;premier;women;99;4;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.676;Trinidad and Tobago;National Team;20;200;u23;mixed;65;4;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.861;United States;National Team;20;200;u23;mixed;65;2;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:50.916;Czech Republic;National Team;20;200;senior B;open;88;3;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.007;Germany;National Team;20;200;premier;women;86;4;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.022;United States;National Team;20;200;junior A;mixed;59;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.032;China;National Team;20;200;premier;women;113;3;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.054;Great Britain;National Team;20;200;senior A;mixed;57;2;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.339;Australia;National Team;20;200;premier;women;85;5;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.340;United States;National Team;20;200;junior A;mixed;52;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.631;Czech Republic;National Team;20;200;senior B;mixed;60;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.844;Czech Republic;National Team;20;200;senior B;open;72;2;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.895;Trinidad and Tobago;National Team;20;200;junior A;mixed;59;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.920;Australia;National Team;20;200;senior A;women;101;4;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.935;Germany;National Team;20;200;senior A;women;101;2;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:51.966;Canada;National Team;20;200;u23;women;99;1;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:52.132;Trinidad and Tobago;National Team;20;200;junior A;mixed;68;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:52.140;Great Britain;National Team;20;200;premier;women;86;2;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:52.232;Great Britain;National Team;20;200;junior A;open;76;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:52.294;Germany;National Team;20;200;senior A;women;82;4;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:52.476;Canada;National Team;20;200;u23;women;86;5;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:52.587;Macau;National Team;20;200;premier;women;99;5;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:52.592;Germany;National Team;20;200;senior A;women;91;3;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:52.626;United States;National Team;20;200;senior A;women;100;3;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:52.825;Canada;National Team;20;200;senior B;women;97;5;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:52.904;Australia;National Team;20;200;senior A;women;83;4;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:53.047;United States;National Team;20;200;senior A;women;91;4;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:53.053;Canada;National Team;20;200;premier;women;113;4;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:53.131;Canada;National Team;20;200;senior B;women;80;4;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:53.217;Australia;National Team;20;200;premier;women;113;5;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:53.250;Great Britain;National Team;20;200;junior A;open;92;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:53.418;Philippines;National Team;10;200;premier;open;102;3;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:53.496;United States;National Team;20;200;senior A;women;83;3;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:53.513;United States;National Team;20;200;junior A;mixed;68;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:53.590;Canada;National Team;20;200;senior B;women;75;3;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:53.803;Great Britain;National Team;20;200;senior A;mixed;65;5;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:53.903;United States;National Team;20;200;premier;women;113;1;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:54.157;Great Britain;National Team;20;200;senior A;women;100;4;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:54.381;Germany;National Team;20;200;premier;women;113;2;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:54.422;Russia;National Team;10;200;premier;open;126;4;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:54.535;United States;National Team;20;200;premier;women;85;4;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:54.562;Philippines;National Team;10;200;premier;open;109;4;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:54.602;Macau;National Team;20;200;premier;women;85;2;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:54.655;Australia;National Team;20;200;senior B;women;97;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:54.666;Great Britain;National Team;20;200;senior A;women;82;2;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:54.752;Australia;National Team;10;200;premier;open;102;4;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:54.848;Great Britain;National Team;20;200;premier;women;112;3;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:54.925;Germany;National Team;20;200;senior B;women;80;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:55.084;Australia;National Team;20;200;senior B;women;80;5;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:55.166;Germany;National Team;20;200;senior B;women;75;5;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:55.169;Philippines;National Team;10;200;premier;open;126;3;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:55.311;Germany;National Team;20;200;senior B;women;97;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:55.497;Russia;National Team;10;200;premier;open;123;4;heat 2;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:55.616;Great Britain;National Team;20;200;senior A;women;91;2;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:55.631;Philippines;National Team;10;200;premier;mixed;51;3;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:55.864;Canada;National Team;20;200;u23;women;112;2;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:56.003;Canada;National Team;10;200;premier;open;126;1;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:56.124;Russia;National Team;10;200;senior A;open;124;1;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:56.169;Australia;National Team;20;200;senior B;women;75;4;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:56.174;Germany;National Team;10;200;premier;open;126;2;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:56.349;Macau;National Team;20;200;premier;women;112;4;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:56.359;Philippines;National Team;10;200;premier;mixed;58;4;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:56.374;Germany;National Team;10;200;premier;open;123;2;heat 2;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:56.970;Japan;National Team;10;200;premier;open;102;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.001;Trinidad and Tobago;National Team;10;200;premier;open;109;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.070;Philippines;National Team;10;200;premier;mixed;64;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.091;Trinidad and Tobago;National Team;10;200;premier;open;102;1;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.144;Hungary;National Team;10;200;premier;open;126;5;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.289;United States;National Team;20;200;senior B;women;75;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.292;Australia;National Team;10;200;premier;open;109;5;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.399;Canada;National Team;10;200;premier;open;123;3;heat 2;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.413;Trinidad and Tobago;National Team;10;200;premier;mixed;51;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.428;Philippines;National Team;10;200;premier;open;122;3;heat 1;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.513;Hungary;National Team;10;200;premier;open;122;4;heat 1;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.636;Japan;National Team;10;200;premier;open;126;6;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.670;United States;National Team;10;200;junior A;open;84;4;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:57.719;Russia;National Team;10;200;senior A;mixed;53;1;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.014;Hungary;National Team;10;200;senior A;open;81;4;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.069;Philippines;National Team;10;200;premier;open;117;5;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.113;Trinidad and Tobago;National Team;10;200;u23;open;74;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.119;United States;National Team;20;200;senior B;women;97;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.175;Australia;National Team;10;200;premier;open;117;6;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.372;Japan;National Team;10;200;premier;open;109;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.396;United States;National Team;20;200;senior B;women;80;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.441;Germany;National Team;10;200;senior A;open;124;2;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.518;Germany;National Team;10;200;junior A;open;121;4;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.873;Hungary;National Team;10;200;senior A;open;124;5;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.879;Trinidad and Tobago;National Team;10;200;u23;open;90;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.890;Trinidad and Tobago;National Team;10;200;u23;open;81;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:58.946;Hungary;National Team;10;200;senior A;open;90;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.101;Russia;National Team;10;200;senior A;mixed;61;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.156;Canada;National Team;10;200;senior A;open;124;3;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.249;United States;National Team;10;200;senior A;open;124;4;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.281;Hungary;National Team;10;200;senior A;mixed;53;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.282;Puerto Rico;National Team;10;200;premier;open;102;6;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.333;Trinidad and Tobago;National Team;10;200;junior A;open;77;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.349;Italy;National Team;10;200;premier;mixed;51;1;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.352;United States;National Team;10;200;junior A;open;93;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.477;Puerto Rico;National Team;10;200;premier;mixed;51;4;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.539;Hungary;National Team;10;200;senior A;open;71;4;round 0;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.693;Trinidad and Tobago;National Team;10;200;premier;mixed;58;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.768;Puerto Rico;National Team;10;200;premier;open;109;1;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.792;Italy;National Team;10;200;premier;open;102;5;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.798;Singapore;National Team;10;200;junior A;open;121;3;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.896;Trinidad and Tobago;National Team;10;200;junior A;open;93;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;00:59.940;Hong Kong;National Team;10;200;junior A;open;84;1;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:00.004;Italy;National Team;10;200;premier;mixed;58;1;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:00.050;Italy;National Team;10;200;premier;open;109;6;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:00.201;Hong Kong;National Team;10;200;u23;open;81;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:00.287;United States;National Team;10;200;junior A;open;77;3;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:00.310;Trinidad and Tobago;National Team;10;200;junior A;open;84;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:00.369;Hungary;National Team;10;200;senior A;mixed;61;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:00.635;Hong Kong;National Team;10;200;u23;open;74;4;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:00.716;Japan;National Team;10;200;premier;open;122;2;heat 1;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:00.719;Trinidad and Tobago;National Team;10;200;premier;mixed;64;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:00.735;Japan;National Team;10;200;premier;open;117;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:00.858;Great Britain;National Team;10;200;junior A;mixed;53;5;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:01.222;United States;National Team;10;200;junior A;open;121;6;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:01.295;Russia;National Team;10;200;senior A;mixed;67;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:01.388;Hong Kong;National Team;10;200;junior A;open;77;5;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:01.450;Puerto Rico;National Team;10;200;premier;mixed;58;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:01.461;Trinidad and Tobago;National Team;10;200;premier;open;117;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:01.491;Hungary;National Team;10;200;senior A;mixed;67;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:01.568;Canada;National Team;10;200;junior A;open;121;2;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:01.675;Hong Kong;National Team;10;200;u23;open;90;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:01.758;Great Britain;National Team;10;200;junior A;open;121;1;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:02.636;Great Britain;National Team;10;200;junior A;mixed;61;1;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:02.762;Hong Kong;National Team;10;200;junior A;open;93;5;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:02.814;Canada;National Team;10;200;premier;women;125;3;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:02.914;Puerto Rico;National Team;10;200;premier;open;117;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:03.353;Canada;National Team;10;200;junior A;women;104;4;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:03.393;Puerto Rico;National Team;10;200;premier;mixed;64;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:03.524;United States;National Team;10;200;u23;women;104;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:03.639;Trinidad and Tobago;National Team;10;200;junior A;open;121;5;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:03.941;Italy;National Team;10;200;premier;mixed;64;5;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:03.998;Trinidad and Tobago;National Team;10;200;premier;women;98;4;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:04.507;Italy;National Team;10;200;premier;open;117;1;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:04.560;Trinidad and Tobago;National Team;10;200;u23;women;104;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:04.633;Canada;National Team;10;200;senior A;women;120;4;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:04.672;Italy;National Team;10;200;premier;open;122;1;heat 1;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:04.821;Great Britain;National Team;10;200;junior A;mixed;67;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:05.055;United States;National Team;10;200;junior B;mixed;53;4;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:05.062;Trinidad and Tobago;National Team;10;200;u23;women;96;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:05.164;Trinidad and Tobago;National Team;10;200;junior A;women;104;6;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:05.170;United States;National Team;10;200;junior B;open;84;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:05.659;Canada;National Team;10;200;junior A;women;96;3;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:05.677;Hong Kong;National Team;10;200;premier;women;107;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:06.247;United States;National Team;10;200;u23;women;96;1;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:06.278;United States;National Team;10;200;junior B;mixed;61;5;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:06.365;Germany;National Team;10;200;premier;women;125;4;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:06.524;United States;National Team;10;200;junior B;open;77;4;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:06.751;United States;National Team;10;200;junior A;women;96;4;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:07.322;Hong Kong;National Team;10;200;premier;women;98;5;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:07.393;Trinidad and Tobago;National Team;10;200;premier;women;107;5;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:08.022;Trinidad and Tobago;National Team;10;200;junior A;women;96;5;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:08.363;United States;National Team;10;200;junior A;women;104;5;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:08.887;United States;National Team;10;200;junior B;open;93;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:08.900;Trinidad and Tobago;National Team;10;200;u23;women;111;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:08.903;Trinidad and Tobago;National Team;10;200;premier;women;114;1;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:09.212;Japan;National Team;10;200;premier;women;125;2;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:09.228;United States;National Team;10;200;senior A;women;120;3;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:09.625;United States;National Team;10;200;u23;women;111;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:09.798;Russia;National Team;10;200;premier;women;114;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:09.830;United States;National Team;10;200;junior B;mixed;67;1;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:10.139;United States;National Team;10;200;junior A;women;111;6;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:10.796;Canada;National Team;10;200;junior A;women;111;5;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:11.417;Trinidad and Tobago;National Team;10;200;junior A;women;111;1;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:11.701;Germany;National Team;10;200;senior A;women;120;5;final;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:14.791;Puerto Rico;National Team;10;200;premier;women;107;4;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:14.996;Russia;National Team;10;200;senior A;women;104;1;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:16.265;Puerto Rico;National Team;10;200;premier;women;98;3;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:17.030;Russia;National Team;10;200;senior A;women;96;6;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:21.442;Puerto Rico;National Team;10;200;premier;women;114;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:28.455;Russia;National Team;10;200;senior A;women;111;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:53.962;Germany;National Team;20;500;premier;open;222;5;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:54.198;United States;National Team;20;500;premier;open;222;3;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:54.622;China;National Team;20;500;premier;open;222;6;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:54.679;United States;National Team;20;500;premier;mixed;135;2;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:55.022;China;National Team;20;500;premier;mixed;136;4;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:55.078;Canada;National Team;20;500;premier;mixed;135;3;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:55.242;Canada;National Team;20;500;senior A;mixed;129;3;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:55.308;United States;National Team;20;500;senior A;mixed;129;4;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:55.832;Germany;National Team;20;500;premier;mixed;136;3;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:56.515;United States;National Team;20;500;premier;mixed;151;3;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:56.642;Great Britain;National Team;20;500;premier;mixed;135;6;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:56.708;Great Britain;National Team;20;500;premier;open;222;1;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:56.730;Canada;National Team;20;500;premier;open;222;2;grand final;;
