event;venue;year;month;event_type;organizer;result;country;crew;boat_type;distance;age_category;gender;race_number;lane_number;stage;all comers;comment
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:00.007;Germany;National Team;20;500;senior A;open;326;2;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:00.056;Philippines;National Team;20;500;premier;open;362;2;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:00.199;Hong Kong;National Team;20;500;senior A;open;326;5;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:00.429;Great Britain;National Team;20;500;premier;open;362;5;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:00.446;Singapore;National Team;20;500;premier;mixed;135;4;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:00.666;United States;National Team;20;500;senior A;mixed;130;2;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:00.693;Canada;National Team;20;500;premier;women;361;3;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:00.775;Singapore;National Team;20;500;premier;mixed;115;2;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:00.820;United States;National Team;20;500;u24;mixed;107;3;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:00.821;Australia;National Team;20;500;premier;mixed;135;1;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:00.829;Japan;National Team;20;500;premier;mixed;134;3;plate final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.053;Canada;National Team;20;500;senior B;open;314;3;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.057;Great Britain;National Team;20;500;premier;open;313;5;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.106;United States;National Team;20;500;premier;women;361;2;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.208;United States;National Team;20;500;senior A;mixed;106;5;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.237;Germany;National Team;20;500;senior A;mixed;106;4;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.410;Philippines;National Team;20;500;senior A;open;352;5;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.411;Hong Kong;National Team;20;500;senior A;open;351;3;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.446;United States;National Team;20;500;senior C;open;315;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.477;New Zealand;National Team;20;500;premier;mixed;135;2;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.511;Canada;National Team;20;500;premier;women;309;3;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.574;United States;National Team;20;500;u24;mixed;123;2;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.595;Canada;National Team;20;500;junior A;open;335;3;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.606;Germany;National Team;20;500;senior A;mixed;130;5;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.663;Canada;National Team;20;500;senior B;mixed;122;1;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.687;Thailand;National Team;20;500;junior A;mixed;126;4;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.739;Australia;National Team;20;500;senior A;mixed;130;4;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.765;Thailand;National Team;20;500;junior B;open;335;4;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.775;Singapore;National Team;20;500;premier;mixed;82;1;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.844;United States;National Team;20;500;senior B;open;283;4;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:01.865;Ukraine;National Team;20;500;senior A;mixed;130;1;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.022;New Zealand;National Team;20;500;premier;mixed;115;1;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.098;China;National Team;10;500;premier;open;346;3;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.131;Canada;National Team;20;500;senior B;open;283;3;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.135;Thailand;National Team;20;500;junior A;mixed;110;2;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.231;United States;National Team;20;500;senior B;mixed;105;2;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.412;Czech Republic;National Team;20;500;premier;open;312;2;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.445;United States;National Team;20;500;premier;women;309;4;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.458;United States;National Team;20;500;senior B;mixed;89;4;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.463;Philippines;National Team;20;500;premier;mixed;116;1;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.509;Macau;National Team;20;500;premier;mixed;134;4;plate final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.613;Indonesia;National Team;10;500;premier;open;346;2;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.653;United States;National Team;20;500;senior C;open;285;2;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.695;Australia;National Team;20;500;senior A;mixed;93;3;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.713;Canada;National Team;20;500;senior B;mixed;89;3;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.763;Chinese Taipei;National Team;20;500;senior B;open;348;5;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.770;Chinese Taipei;National Team;10;500;premier;open;346;4;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.851;Australia;National Team;20;500;premier;mixed;116;2;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.872;Japan;National Team;20;500;senior A;open;326;1;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:02.995;Australia;National Team;20;500;premier;mixed;81;4;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.165;China;National Team;20;500;premier;women;361;4;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.188;Philippines;National Team;20;500;senior A;open;293;2;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.209;China;National Team;20;500;premier;women;310;3;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.235;Canada;National Team;20;500;senior C;open;315;2;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.313;Australia;National Team;20;500;junior A;open;335;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.399;United States;National Team;20;500;senior B;mixed;122;6;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.441;Philippines;National Team;20;500;premier;mixed;135;5;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.571;Thailand;National Team;20;500;premier;women;361;5;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.587;Canada;National Team;20;500;senior B;mixed;105;5;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.604;Great Britain;National Team;20;500;premier;mixed;82;2;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.672;Great Britain;National Team;20;500;premier;mixed;135;6;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.691;Ukraine;National Team;20;500;senior A;mixed;106;3;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.707;Canada;National Team;20;500;junior A;open;306;2;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.715;Philippines;National Team;20;500;premier;mixed;81;1;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.780;Philippines;National Team;20;500;premier;mixed;100;3;rep 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.864;Chinese Taipei;National Team;20;500;senior B;open;314;4;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.865;Thailand;National Team;20;500;junior B;open;306;4;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.903;Australia;National Team;20;500;senior B;mixed;89;2;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:03.985;Thailand;National Team;20;500;premier;women;310;2;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.075;Thailand;National Team;20;500;junior A;mixed;97;4;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.101;Germany;National Team;20;500;senior A;open;294;5;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.130;Great Britain;National Team;20;500;premier;mixed;117;5;semi 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.135;Japan;National Team;20;500;premier;mixed;115;5;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.156;United States;National Team;20;500;premier;mixed;83;3;heat 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.232;Japan;National Team;20;500;senior A;open;351;4;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.503;Canada;National Team;20;500;senior C;open;285;1;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.530;Canada;National Team;20;500;senior A;women;323;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.681;Australia;National Team;20;500;senior B;mixed;122;4;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.710;Great Britain;National Team;20;500;senior B;open;314;2;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.721;Thailand;National Team;20;500;junior B;mixed;107;4;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.837;Macau;National Team;20;500;premier;mixed;83;4;heat 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.865;Switzerland;National Team;20;500;premier;mixed;134;2;plate final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.902;China;National Team;10;500;premier;open;317;3;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.925;United States;National Team;20;500;u24;mixed;94;1;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:04.969;Australia;National Team;20;500;senior B;mixed;105;6;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.015;Macau;National Team;20;500;premier;mixed;116;4;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.029;Canada;National Team;20;500;junior A;mixed;110;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.054;Australia;National Team;20;500;junior A;open;306;3;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.180;Macau;National Team;20;500;premier;open;312;5;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.187;Chinese Taipei;National Team;10;500;premier;open;318;3;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.201;Japan;National Team;20;500;premier;mixed;83;2;heat 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.414;New Zealand;National Team;20;500;premier;mixed;101;3;rep 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.520;Ukraine;National Team;10;500;premier;open;317;4;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.657;United States;National Team;20;500;senior C;mixed;121;2;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.668;Thailand;National Team;20;500;junior B;mixed;123;5;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.670;Great Britain;National Team;20;500;senior B;open;347;3;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:05.864;Thailand;National Team;20;500;senior B;open;284;4;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.055;Hong Kong;National Team;20;500;senior A;open;293;5;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.203;Switzerland;National Team;20;500;premier;mixed;117;1;semi 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.251;Hong Kong;National Team;20;500;premier;mixed;134;5;plate final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.254;New Zealand;National Team;20;500;premier;mixed;84;1;heat 4;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.314;Ukraine;National Team;20;500;senior A;mixed;93;5;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.411;Ukraine;National Team;10;500;premier;open;346;5;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.461;Thailand;National Team;10;500;premier;open;318;4;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.557;Chinese Taipei;National Team;20;500;senior B;open;283;2;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.586;Thailand;National Team;10;500;premier;open;346;1;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.588;Canada;National Team;20;500;junior A;mixed;126;3;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.595;Canada;National Team;20;500;u24;women;323;5;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.641;United States;National Team;20;500;senior C;mixed;104;4;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.689;Canada;National Team;20;500;senior C;mixed;121;3;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.761;Indonesia;National Team;10;500;premier;open;319;4;semi 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.840;Japan;National Team;20;500;senior A;open;293;4;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.845;Germany;National Team;20;500;senior B;mixed;122;5;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:06.978;Singapore;National Team;20;500;senior A;open;351;2;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.027;Hong Kong;National Team;20;500;premier;mixed;117;6;semi 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.108;Germany;National Team;20;500;senior B;mixed;89;1;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.128;Australia;National Team;20;500;senior C;mixed;121;4;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.129;Canada;National Team;20;500;senior A;women;290;2;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.151;United States;National Team;20;500;senior C;mixed;88;3;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.183;Myanmar;National Team;10;500;premier;open;346;6;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.293;New Zealand;National Team;20;500;senior B;mixed;105;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.308;Switzerland;National Team;20;500;premier;mixed;101;4;rep 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.321;Hong Kong;National Team;20;500;senior B;open;347;4;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.359;Germany;National Team;20;500;senior B;mixed;105;4;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.360;Canada;National Team;20;500;senior C;mixed;104;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.369;Myanmar;National Team;10;500;premier;open;319;3;semi 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.506;Canada;National Team;20;500;junior A;mixed;97;2;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.513;Hong Kong;National Team;20;500;premier;mixed;82;4;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.568;Switzerland;National Team;20;500;premier;mixed;81;2;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.594;Canada;National Team;20;500;senior C;mixed;88;2;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.602;Australia;National Team;20;500;senior C;mixed;88;1;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.758;Australia;National Team;20;500;senior C;mixed;104;3;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.760;Germany;National Team;10;500;premier;open;345;3;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.763;Thailand;National Team;10;500;u24;open;340;5;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.849;Hong Kong;National Team;20;500;premier;mixed;100;4;rep 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.865;United States;National Team;20;500;senior A;women;323;4;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.877;Thailand;National Team;20;500;junior B;mixed;94;6;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.950;Thailand;National Team;20;500;premier;women;338;3;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.953;United States;National Team;20;500;junior A;mixed;126;2;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.977;New Zealand;National Team;20;500;senior B;mixed;122;3;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.981;Germany;National Team;10;500;premier;open;317;2;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:07.983;Singapore;National Team;20;500;senior A;open;326;6;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:08.189;United States;National Team;20;500;junior A;mixed;110;3;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:08.305;New Zealand;National Team;20;500;senior B;mixed;89;5;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:08.314;Australia;National Team;20;500;junior A;mixed;126;1;round 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:08.395;Russia;National Team;20;500;premier;mixed;134;1;plate final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:08.580;Hong Kong;National Team;20;500;senior B;open;314;5;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:08.602;United States;National Team;20;500;senior B;women;321;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:08.650;Australia;National Team;20;500;junior A;mixed;110;4;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:08.667;New Zealand;National Team;20;500;premier;women;339;3;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:08.785;China;National Team;10;500;premier;open;279;3;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:08.990;Thailand;National Team;10;500;u24;open;311;3;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:09.166;Thailand;National Team;20;500;junior A;women;303;1;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;02:09.542;Thailand;National Team;10;500;senior A;open;356;4;grand final;;
